id,benchmark_name,test_case,value,lowerBound,upperBound,ci,platform,commit,source
12766,Observer construction,Specific observer construction,1.50728,1.50428,1.51411,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12767,Observer construction,Dynamic observer construction,114.426,114.058,115.372,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12768,Observer construction,Specific observer construction + as_dynamic,115.118,114.733,115.991,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12769,OnNext,Specific observer OnNext,0.67138,0.668874,0.67771,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12770,OnNext,Dynamic observer OnNext,2.35203,2.34251,2.37513,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12771,Subscriber construction,Make subsriber,354.635,352.108,360.919,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12772,Subscriber construction,Make copy of subscriber,31.5695,31.4591,31.8375,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12773,Subscriber construction,Transform subsriber to dynamic,154.772,154.204,155.958,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12774,Observable subscribe,Specific observable subscribe specific observer,1192.86,1181.05,1229.59,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12775,Observable subscribe,Specific observable subscribe dynamic observer,1222.76,1210.29,1262.57,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12776,Observable subscribe,Dynamic observable subscribe specific observer,1370.42,1355.95,1430.47,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12777,Observable subscribe,Dynamic observable subscribe dynamic observer,1250.81,1238.57,1299.9,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12778,Observable lift,Specific observable lift specific observer,1228.24,1216.67,1266.1,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12779,Observable lift,Specific observable lift dynamic observer,1279.29,1262.33,1345.0,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12780,Observable lift,Dynamic observable lift specific observer,1415.84,1403.16,1464.84,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12781,Observable lift,Dynamic observable lift dynamic observer,1322.89,1308.95,1372.42,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12782,Operators,map construction from observable via dot + subscribe,1003.65,995.769,1024.58,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12783,Subscription,composite_subscription create,341.787,339.627,347.68,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12784,Subscription,composite_subscription add,63.6318,63.3134,64.2935,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12785,Subscription,composite_subscription unsubscribe,23.1502,23.0632,23.3672,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12786,foundamental sources,never,863.167,856.5,881.367,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12787,foundamental sources,empty,181.705,180.691,184.043,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12788,foundamental sources,error,467.893,465.304,477.054,0.95,Windows MSVC,Add take_while opera... (9506b232),rxcpp
12789,Observable construction,Specific observable construction,0.279031,0.278586,0.281037,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12790,Observable construction,Dynamic observable construction,17.604,17.0276,18.5612,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12791,Observable construction,Specific observable construction + as_dynamic,17.0906,16.6324,17.8268,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12792,Observable subscribe #2,Specific observable subscribe lambda,8.24736,7.87482,8.76069,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12793,Observable subscribe #2,Dynamic observable subscribe lambda,35.1957,31.5729,40.507,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12794,Observable subscribe #2,Specific observable subscribe specific subscriber,4.28352,4.14925,4.50465,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12795,Observable subscribe #2,Dynamic observable subscribe specific subscriber,26.0346,24.2678,29.8272,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12796,Observable subscribe #2,Specific observable subscribe dynamic observer,4.40552,4.17148,4.83441,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12797,Observable subscribe #2,Dynamic observable subscribe dynamic observer,3.90116,3.72026,4.16123,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12798,Observer construction,Specific observer construction,0.27908,0.278652,0.280627,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12799,Observer construction,Dynamic observer construction,17.123,16.3383,18.3119,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12800,Observer construction,Specific observer construction + as_dynamic,21.0519,19.3838,23.843,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12801,OnNext,Specific observer OnNext,0.311336,0.300252,0.327162,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12802,OnNext,Dynamic observer OnNext,1.78892,1.71977,1.9719,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12803,Subscriber construction,Make subsriber,24.8371,24.8138,24.892,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12804,Subscriber construction,Make copy of subscriber,5.26106,4.98206,5.64284,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12805,Subscriber construction,Transform subsriber to dynamic,18.0533,17.897,18.6778,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12806,Observable subscribe,Specific observable subscribe specific observer,20.0866,20.0353,20.2168,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12807,Observable subscribe,Specific observable subscribe dynamic observer,24.702,23.9355,26.0091,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12808,Observable subscribe,Dynamic observable subscribe specific observer,44.7078,43.4617,47.0311,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12809,Observable subscribe,Dynamic observable subscribe dynamic observer,37.4131,35.5298,39.9545,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12810,Observable lift,Specific observable lift specific observer,30.5557,28.707,33.4927,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12811,Observable lift,Specific observable lift dynamic observer,28.589,28.5609,28.687,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12812,Observable lift,Dynamic observable lift specific observer,50.2913,50.2172,50.3891,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12813,Observable lift,Dynamic observable lift dynamic observer,51.2764,48.9579,54.3305,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12814,Operators,map construction from observable via dot + subscribe,20.5645,19.484,22.1666,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12815,Subscription,composite_subscription create,26.6086,25.0177,28.7503,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12816,Subscription,composite_subscription add,1986.77,28.4742,11763.2,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12817,Subscription,composite_subscription unsubscribe,6.04684,5.80177,6.40012,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12818,foundamental sources,never,8.66289,8.24163,9.57009,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12819,foundamental sources,empty,8.14546,7.8045,8.81854,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12820,foundamental sources,error,117.155,110.166,127.747,0.95,Linux GCC,Add take_while opera... (9506b232),rpp
12821,Observable construction,Specific observable construction,0.283032,0.278924,0.293481,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12822,Observable construction,Specific observable construction + as_dynamic,18.9909,18.9822,19.0084,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12823,Observable subscribe #2,Specific observable subscribe lambda,289.341,277.201,307.739,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12824,Observable subscribe #2,Dynamic observable subscribe lambda,287.185,282.614,298.722,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12825,Observable subscribe #2,Specific observable subscribe specific subscriber,286.403,273.183,309.745,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12826,Observable subscribe #2,Dynamic observable subscribe specific subscriber,284.496,279.303,298.782,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12827,Observable subscribe #2,Specific observable subscribe dynamic observer,253.037,252.568,254.19,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12828,Observable subscribe #2,Dynamic observable subscribe dynamic observer,311.584,291.72,351.424,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12829,Observer construction,Specific observer construction,0.313846,0.303424,0.3317,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12830,Observer construction,Dynamic observer construction,17.3429,17.2877,17.4586,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12831,Observer construction,Specific observer construction + as_dynamic,17.5774,17.1587,18.3455,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12832,OnNext,Specific observer OnNext,0.386074,0.371166,0.419462,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12833,OnNext,Dynamic observer OnNext,1.67366,1.67269,1.67574,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12834,Subscriber construction,Make subsriber,49.1859,47.2855,53.9019,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12835,Subscriber construction,Make copy of subscriber,4.21834,4.20873,4.24666,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12836,Subscriber construction,Transform subsriber to dynamic,28.5512,27.278,30.3911,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12837,Observable subscribe,Specific observable subscribe specific observer,362.468,344.69,386.845,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12838,Observable subscribe,Specific observable subscribe dynamic observer,402.195,379.233,450.536,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12839,Observable subscribe,Dynamic observable subscribe specific observer,325.981,324.861,328.847,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12840,Observable subscribe,Dynamic observable subscribe dynamic observer,319.844,314.654,332.857,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12841,Observable lift,Specific observable lift specific observer,449.247,419.451,487.84,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12842,Observable lift,Specific observable lift dynamic observer,310.257,309.573,312.164,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12843,Observable lift,Dynamic observable lift specific observer,350.661,345.139,363.298,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12844,Observable lift,Dynamic observable lift dynamic observer,469.442,418.762,640.675,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12845,Operators,map construction from observable via dot + subscribe,364.039,342.068,420.923,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12846,Subscription,composite_subscription create,43.5028,41.6893,47.7267,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12847,Subscription,composite_subscription add,15.6503,14.8757,17.5048,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12848,Subscription,composite_subscription unsubscribe,10.2535,10.1147,10.5839,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12849,foundamental sources,never,303.238,287.069,330.009,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12850,foundamental sources,empty,41.3164,39.1937,46.2137,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12851,foundamental sources,error,119.207,111.918,130.33,0.95,Linux GCC,Add take_while opera... (9506b232),rxcpp
12852,Observable construction,Specific observable construction,0.670225,0.668976,0.676093,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12853,Observable construction,Dynamic observable construction,28.5666,28.4868,28.8819,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12854,Observable construction,Specific observable construction + as_dynamic,30.918,30.8564,31.158,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12855,Observable subscribe #2,Specific observable subscribe lambda,28.8491,28.7609,29.2422,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12856,Observable subscribe #2,Dynamic observable subscribe lambda,61.6686,61.5249,62.2475,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12857,Observable subscribe #2,Specific observable subscribe specific subscriber,16.7477,16.7153,16.8938,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12858,Observable subscribe #2,Dynamic observable subscribe specific subscriber,62.4734,62.185,63.8199,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12859,Observable subscribe #2,Specific observable subscribe dynamic observer,16.7603,16.7151,16.9621,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12860,Observable subscribe #2,Dynamic observable subscribe dynamic observer,16.7147,16.7086,16.7298,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12861,Observer construction,Specific observer construction,0.671788,0.668954,0.685644,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12862,Observer construction,Dynamic observer construction,28.4675,28.421,28.6807,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12863,Observer construction,Specific observer construction + as_dynamic,28.4797,28.4238,28.6949,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12864,OnNext,Specific observer OnNext,0.669867,0.66884,0.674417,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12865,OnNext,Dynamic observer OnNext,2.01152,2.00751,2.02732,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12866,Subscriber construction,Make subsriber,47.2518,47.1464,47.6591,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12867,Subscriber construction,Make copy of subscriber,17.0473,17.0416,17.0575,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12868,Subscriber construction,Transform subsriber to dynamic,48.2859,48.1575,48.8108,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12869,Observable subscribe,Specific observable subscribe specific observer,58.592,58.4925,59.0159,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12870,Observable subscribe,Specific observable subscribe dynamic observer,71.9811,71.9283,72.1778,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12871,Observable subscribe,Dynamic observable subscribe specific observer,93.401,93.255,93.9786,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12872,Observable subscribe,Dynamic observable subscribe dynamic observer,78.0651,77.8137,79.2464,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12873,Observable lift,Specific observable lift specific observer,82.6899,82.5416,83.2805,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12874,Observable lift,Specific observable lift dynamic observer,114.84,114.783,115.035,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12875,Observable lift,Dynamic observable lift specific observer,147.823,147.734,148.114,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12876,Observable lift,Dynamic observable lift dynamic observer,166.901,166.534,168.373,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12877,Operators,map construction from observable via dot + subscribe,86.4142,86.2534,87.0005,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12878,Subscription,composite_subscription create,30.8295,30.8151,30.8552,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12879,Subscription,composite_subscription add,2287.67,39.9344,13476.4,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12880,Subscription,composite_subscription unsubscribe,8.36482,8.35143,8.41779,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12881,foundamental sources,never,28.8037,28.7519,29.0137,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12882,foundamental sources,empty,36.4912,36.4352,36.7452,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12883,foundamental sources,error,126.862,126.505,127.765,0.95,Linux CLANG,Add take_while opera... (9506b232),rpp
12884,Observable construction,Specific observable construction,0.335223,0.334631,0.337601,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12885,Observable construction,Specific observable construction + as_dynamic,25.1931,25.1283,25.3765,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12886,Observable subscribe #2,Specific observable subscribe lambda,230.494,230.343,230.691,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12887,Observable subscribe #2,Dynamic observable subscribe lambda,274.726,274.501,275.338,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12888,Observable subscribe #2,Specific observable subscribe specific subscriber,227.064,226.47,229.02,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12889,Observable subscribe #2,Dynamic observable subscribe specific subscriber,274.032,273.275,276.914,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12890,Observable subscribe #2,Specific observable subscribe dynamic observer,249.574,249.029,251.663,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12891,Observable subscribe #2,Dynamic observable subscribe dynamic observer,263.628,263.167,265.228,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12892,Observer construction,Specific observer construction,0.335371,0.334701,0.338039,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12893,Observer construction,Dynamic observer construction,22.4305,22.3759,22.5585,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12894,Observer construction,Specific observer construction + as_dynamic,23.2117,23.1839,23.2321,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12895,OnNext,Specific observer OnNext,0.669946,0.668762,0.674658,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12896,OnNext,Dynamic observer OnNext,2.45256,2.4298,2.47659,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12897,Subscriber construction,Make subsriber,70.2912,70.1422,70.8349,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12898,Subscriber construction,Make copy of subscriber,4.74331,4.72798,4.77255,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12899,Subscriber construction,Transform subsriber to dynamic,28.5424,28.4776,28.7769,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12900,Observable subscribe,Specific observable subscribe specific observer,302.517,301.538,306.62,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12901,Observable subscribe,Specific observable subscribe dynamic observer,308.992,308.755,309.548,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12902,Observable subscribe,Dynamic observable subscribe specific observer,343.002,342.151,346.24,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12903,Observable subscribe,Dynamic observable subscribe dynamic observer,327.926,327.741,328.339,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12904,Observable lift,Specific observable lift specific observer,304.242,303.742,306.072,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12905,Observable lift,Specific observable lift dynamic observer,319.999,319.199,323.251,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12906,Observable lift,Dynamic observable lift specific observer,350.205,349.239,353.549,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12907,Observable lift,Dynamic observable lift dynamic observer,338.265,337.332,341.954,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12908,Operators,map construction from observable via dot + subscribe,243.267,243.025,244.106,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12909,Subscription,composite_subscription create,59.1106,58.9943,59.5535,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12910,Subscription,composite_subscription add,20.6018,20.5667,20.7611,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12911,Subscription,composite_subscription unsubscribe,10.7097,10.6933,10.78,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12912,foundamental sources,never,237.694,237.222,239.325,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12913,foundamental sources,empty,38.7329,38.6545,39.0101,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12914,foundamental sources,error,124.061,123.851,124.905,0.95,Linux CLANG,Add take_while opera... (9506b232),rxcpp
12915,Observable construction,Specific observable construction,0.670453,0.66896,0.673359,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12916,Observable construction,Dynamic observable construction,81.8,81.5902,82.282,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12917,Observable construction,Specific observable construction + as_dynamic,81.823,81.4984,82.5934,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12918,Observable subscribe #2,Specific observable subscribe lambda,32.6118,32.4704,32.9357,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12919,Observable subscribe #2,Dynamic observable subscribe lambda,119.804,119.383,120.656,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12920,Observable subscribe #2,Specific observable subscribe specific subscriber,16.7552,16.7198,16.8319,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12921,Observable subscribe #2,Dynamic observable subscribe specific subscriber,112.079,111.487,113.215,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12922,Observable subscribe #2,Specific observable subscribe dynamic observer,16.762,16.7245,16.8464,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12923,Observable subscribe #2,Dynamic observable subscribe dynamic observer,17.4225,17.3882,17.4986,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12924,Observer construction,Specific observer construction,0.67233,0.669692,0.678688,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12925,Observer construction,Dynamic observer construction,82.2894,81.7363,84.2122,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12926,Observer construction,Specific observer construction + as_dynamic,81.7097,81.4774,82.2548,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12927,OnNext,Specific observer OnNext,0.669638,0.668361,0.672751,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12928,OnNext,Dynamic observer OnNext,1.8039,1.77654,1.83515,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12929,Subscriber construction,Make subsriber,101.603,100.48,105.655,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12930,Subscriber construction,Make copy of subscriber,16.8015,16.7364,16.9575,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12931,Subscriber construction,Transform subsriber to dynamic,95.6491,95.2943,96.5585,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12932,Observable subscribe,Specific observable subscribe specific observer,120.147,119.299,121.995,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12933,Observable subscribe,Specific observable subscribe dynamic observer,131.321,130.847,132.674,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12934,Observable subscribe,Dynamic observable subscribe specific observer,199.875,199.117,201.883,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12935,Observable subscribe,Dynamic observable subscribe dynamic observer,130.247,129.82,131.113,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12936,Observable lift,Specific observable lift specific observer,155.202,154.368,156.773,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12937,Observable lift,Specific observable lift dynamic observer,176.895,176.252,178.762,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12938,Observable lift,Dynamic observable lift specific observer,261.152,260.212,263.879,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12939,Observable lift,Dynamic observable lift dynamic observer,220.379,219.698,222.121,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12940,Operators,map construction from observable via dot + subscribe,88.8916,88.6888,89.3007,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12941,Subscription,composite_subscription create,86.6712,86.2021,87.5925,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12942,Subscription,composite_subscription add,38.7738,37.9167,40.3929,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12943,Subscription,composite_subscription unsubscribe,8.31992,8.28134,8.40273,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12944,foundamental sources,never,34.8809,34.7853,35.0637,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12945,foundamental sources,empty,36.6157,36.441,37.0495,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12946,foundamental sources,error,359.611,358.167,363.722,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rpp
12947,Observable construction,Specific observable construction,0.670968,0.668466,0.67721,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12948,Observable construction,Specific observable construction + as_dynamic,127.19,126.8,127.995,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12949,Observable subscribe #2,Specific observable subscribe lambda,932.6,917.4,950.8,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12950,Observable subscribe #2,Dynamic observable subscribe lambda,1208.96,1203.8,1222.0,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12951,Observable subscribe #2,Specific observable subscribe specific subscriber,860.567,855.1,871.8,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12952,Observable subscribe #2,Dynamic observable subscribe specific subscriber,1039.21,1032.96,1062.0,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12953,Observable subscribe #2,Specific observable subscribe dynamic observer,893.517,889.276,908.966,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12954,Observable subscribe #2,Dynamic observable subscribe dynamic observer,928.929,924.071,946.071,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12955,Observer construction,Specific observer construction,1.50949,1.5038,1.52375,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12956,Observer construction,Dynamic observer construction,114.71,114.421,115.299,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12957,Observer construction,Specific observer construction + as_dynamic,115.226,114.905,116.0,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12958,OnNext,Specific observer OnNext,0.670719,0.669237,0.674062,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12959,OnNext,Dynamic observer OnNext,2.34815,2.34247,2.36101,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12960,Subscriber construction,Make subsriber,346.75,345.056,352.542,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12961,Subscriber construction,Make copy of subscriber,31.4869,31.4245,31.6479,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12962,Subscriber construction,Transform subsriber to dynamic,153.816,153.368,154.656,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12963,Observable subscribe,Specific observable subscribe specific observer,1181.77,1176.14,1199.05,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12964,Observable subscribe,Specific observable subscribe dynamic observer,1233.48,1220.29,1275.95,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12965,Observable subscribe,Dynamic observable subscribe specific observer,1368.37,1356.47,1406.37,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12966,Observable subscribe,Dynamic observable subscribe dynamic observer,1259.86,1247.62,1311.14,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12967,Observable lift,Specific observable lift specific observer,1223.95,1215.76,1244.62,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12968,Observable lift,Specific observable lift dynamic observer,1278.35,1265.45,1326.55,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12969,Observable lift,Dynamic observable lift specific observer,1426.56,1412.89,1473.83,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12970,Observable lift,Dynamic observable lift dynamic observer,1331.15,1312.1,1380.4,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12971,Operators,map construction from observable via dot + subscribe,1076.76,1059.04,1098.76,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
12972,Subscription,composite_subscription create,340.04,337.613,346.24,0.95,Windows MSVC,Update Readme.md (6d1cf93d),rxcpp
